question,answer,choices.0.text,choices.0.correct,choices.1.text,choices.1.correct,choices.2.text,choices.2.correct,choices.3.text,choices.3.correct,images,category
"ข้อใดเป็นพฤติกรรมที่ควรปฏิบัติเมื่ออยู่บนถนน",การขับรถด้วยความเร็วไม่เกินที่กำหนด และแซงในกรณีที่จำเป็นต้องแซงเท่านั้น ถือเป็นพฤติกรรมที่ควรปฏิบัติเมื่ออยู่บนถนน,ขับรถจี้ท้ายรถบรรทุกขนาดใหญ่ เพื่อป้องกันรถอื่นวิ่งสวนทางเข้ามาชน,false,ขับรถแล้วเจอแสงแดด ยกมือขึ้นมาป้องเพื่อป้องกันแสงเข้าตา,false,ขับรถย้อนศรเพื่อประหยัดน้ำมัน,false,ขับรถด้วยความเร็วไม่เกินที่กำหนด และแซงในกรณีที่จำเป็นต้องแซงเท่านั้น,true,[  ],มารยาทและจิตสำนึก
"ในขณะที่ท่านขับรถบนทางหลวง ใช้ความเร็วตามกฎหมายกำหนด อยู่ในเลนขวาสุด มีรถวิ่งตามมาด้วยความเร็วสูง หรือกระพริบไฟสูงจากทางด้านหลังของท่านเพื่อขอทางสิ่งที่ท่านควรปฏิบัติคือ",ในขณะที่ท่านขับรถบนทางหลวง ใช้ความเร็วตามกฎหมายกำหนด อยู่ในเลนขวาสุด มีรถวิ่งตามมาด้วยความเร็วสูง หรือกะพริบไฟสูงจากทางด้านหลังของท่านเพื่อขอทาง ท่านควรเปิดทางหลบให้รถดังกล่าวแซงขึ้นไป โดยเปิดไฟเลี้ยวซ้าย แล้วค่อยๆเบนรถเข้าเลนซ้ายหรือเลนกลาง,ขับต่อไปตามปกติ เพราะปฏิบัติตามกฎจราจรอยู่แล้ว ไม่ได้ขับรถเร็ว ไม่ได้ทำผิดกฎหมาย,false,เปิดทางหลบให้รถดังกล่าวแซงขึ้นไป โดยเปิดไฟเลี้ยวซ้าย แล้วค่อยๆ เบนรถเข้าเลนซ้ายหรือเลนกลาง,true,ขับรถให้ช้ากว่าเดิม เพื่อกักหรือสกัดให้รถคันหลังขับด้วยความเร็วตามกฎจราจร เช่นเดียวกันกับท่าน,false,ขับรถเร่งหนีไปด้านหน้าด้วยความเร็วที่สูงกว่ารถคันดังกล่าว,false,[  ],มารยาทและจิตสำนึก
"ข้อใดไม่ควรปฏิบัติในการขับรถให้ถึงจุดหมายปลายทางอย่างปลอดภัย",การเร่งรีบขับขี่ เพื่อให้ถึงปลายทางก่อนที่จะมืด เป็นสาเหตุที่ทำให้เกิดอุบัติเหตุสูง,เร่งรีบขับขี่ เพื่อให้ถึงปลายทางก่อนที่จะมืด,true,ทำความคุ้นเคยกับรถที่จะขับขี่ ในกรณีที่เป็นรถที่ไม่เคยขับขี่มาก่อน,false,พักผ่อนให้เพียงพอและไม่ดื่มสุรา,false,มีจิตสำนึกในการขับขี่อย่างรับผิดชอบ,false,[  ],มารยาทและจิตสำนึก
"ในขณะที่ท่านขับรถอยู่บนถนนและมีผู้อื่นแบ่งปันน้ำใจในการใช้รถใช้ถนนให้ท่าน ข้อใดไม่ใช่วิธีที่ควรปฏิบัติ",เมื่อมีผู้อื่นแบ่งปันน้ำใจในการใช้รถใช้ถนนให้ ท่านไม่ควรเปิดไฟสูงแสดงการขอบคุณ ท่านสามารถแสดงความขอบคุณได้โดยโค้งศรีษะ ยกมือขวาขึ้นระดับคิ้ว หรือส่งยิ้มให้,ส่งยิ้มแสดงการขอบคุณ,false,โค้งศีรษะแสดงความขอบคุณ,false,ยกมือขวาขึ้นระดับคิ้วแสดงการขอบคุณ,false,เปิดไฟสูงแสดงการขอบคุณ,true,[  ],มารยาทและจิตสำนึก
"ในกรณีที่ท่านขับรถผิดกฎหมาย ผิดกฎจราจร หรือก่อความเดือดร้อนให้แก่ผู้อื่นเมื่อเจ้าของรถคู่กรณีกำลังเผชิญหน้ากับท่าน สิ่งที่ควรปฏิบัติคือ",ในกรณีที่ท่านขับรถผิดกฎหมาย ผิดกฎจราจร หรือก่อความเดือดร้อนให้แก่ผู้ขับขี่รถอื่น ท่านควรยกมือขวาขึ้นระดับคิ้วพร้อมโค้งศรีษะ เพื่อสื่อให้รู้ว่าทำผิดและขอโทษ,ขอให้มีการดำเนินตามกฎหมายว่าฝ่ายใดถูกฝ่ายใดผิด,false,จอดรถลงมาถามว่าได้ทำความเดือนร้อนอะไรให้อย่างไร,false,ยกมือขวาขึ้นระดับคิ้วพร้อมโค้งศีรษะ เพื่อสื่อให้รู้ว่าทำผิดและขอโทษ,true,รีบขับรถไปจากที่นั้นโดยเร็วที่สุด,false,[  ],มารยาทและจิตสำนึก
"ข้อใดแสดงถึงการมีจิตสำนึกในการขับขี่อย่างปลอดภัย โดยหลีกเลี่ยงพฤติกรรมเสี่ยงภัย และการกระทำที่ไม่ปลอดภัย",การบังคับตัวเองให้ปฏิบัติตามกฎจราจรตลอดเวลาที่ขับขี่ โดยไม่ต้องรอให้ตำรวจจราจรบังคับ เป็นการแสดงถึงจิตสำนึกความปลอดภัยของผู้ขับขี่,บังคับตัวเองให้ปฏิบัติตามกฎจราจรตลอดเวลาที่ขับขี่ โดยไม่ต้องรอให้ตำรวจจราจรบังคับ,true,ปรับแต่งอุปกรณ์ส่วนควบ และระบบต่างๆ ของรถให้แตกต่างไปจากสภาพที่ออกมาจากโรงงาน,false,เมื่อถึงทางร่วมทางแยก หากอยู่ในทางเอกต้องไปก่อนเสมอ ไม่จำเป็นต้องให้รถในทางโทเข้ามาร่วมใช้ทาง,false,เปิดไฟฉุกเฉิน เมื่อจอดรถในที่ห้ามจอด,false,[  ],มารยาทและจิตสำนึก
"ในขณะที่ท่านขับรถอยู่บนถนน มีอุบัติเหตุเกิดขึ้นด้านหน้าข้อใดไม่ใช่วิธีที่ควรปฏิบัติเพื่อให้รถที่ตามมาด้านหลังทราบว่าท่านมีความจำเป็นต้องชะลอรถหรือหยุดรถ และหยุดรถตามโดยไม่ชนท้ายรถของท่าน",ในขณะที่ท่านขับรถอยู่บนถนนและมีอุบัติเหตุเกิดขึ้นด้านหน้า ท่านไม่ควรขับรถเข้าไปใกล้ที่เกิดเหตุแล้วเหยียบเบรกอย่างรุนแรงเพื่อหยุดรถในทันที แต่ควรให้สัญญาณไฟเบรก ชะลอเบรกให้เหมาะสม เหยียบเบรกค้างให้รถด้านหลังทราบ,ประเมินสถานการณ์ด้านหน้ารถและหลังรถ เพื่อให้น้ำหนักในการเบรกเป็นไปอย่างเหมาะสม,false,ขับรถเข้าไปใกล้รถที่เกิดเหตุแล้วเหยียบเบรกอย่างแรงเพื่อหยุดรถในทันที,false,ให้สัญญาณไฟเบรกล่วงหน้า โดยใช้เท้าแตะที่แป้นเบรกเป็นจังหวะ 1-2 ครั้ง แล้วจังหวะหยุด,false,เหยียบเบรกค้างไว้เพื่อให้สัญญาณไฟเบรกติดอยู่จนกระทั่งรถคันหลังที่ขับตามมาทราบล่วงหน้าและเมื่อมาหยุดอยู่ท้ายรถแล้ว จึงค่อยปล่อยเท้าจากแป้นเบรก,true,[  ],มารยาทและจิตสำนึก
"ในการแซงหรือเปลี่ยนเลนต้องปลอดภัยและมีมารยาท ข้อใดไม่ใช่มารยาทที่ดีในการขับรถ",การแซงรถคันหน้าได้แล้วปาดหน้าชิดซ้ายทันที เป็นการแซงที่ไม่ปลอดภัยและแสดงถึงความไร้มารยาทของผู้ขับขี่รถ,เมื่อแซงรถคันหน้าได้แล้วปาดหน้าชิดซ้ายทันที,true,ให้สัญญาณไฟเลี้ยวขวา ก่อนแซงทุกครั้งเพื่อให้รถคันหน้ารู้ตัวและระมัดระวังหรือให้ทาง,false,ไม่แซงในที่คับขันหรือห้ามแซง,false,ถนนยิ่งแคบยิ่งต้องขับช้าๆ และแซงด้วยความระมัดระวัง,false,[  ],มารยาทและจิตสำนึก
"เมื่อรถที่ขับตามหลังมาให้สัญญาณขอแซง มารยาทที่ดีเพื่อแสดงการตอบรับว่ายินยอมให้แซง คือ",เมื่อรถที่ขับตามหลังมาให้สัญญาณขอแซง มารยาทที่ดีเพื่อแสดงการตอบรับว่ายินยอมให้แซง คือ ให้สัญญาณไฟเลี้ยวซ้าย,ให้สัญญาณไฟฉุกเฉิน,false,ให้สัญญาณแตร,false,ให้สัญญาณไฟเลี้ยวซ้าย,true,ให้สัญญาณไฟสูง,false,[  ],มารยาทและจิตสำนึก
"ข้อใดเป็นพฤติกรรมในการขับรถที่แสดงให้เห็นว่าผู้ขับมีจิตสำนึกความปลอดภัยในการใช้รถใช้ถนน",ผู้ขับรถที่มีจิตสำนึกความปลอดภัย เมื่อขับรถถึงทางร่วมทางแยก จะชะลอความเร็วทุกครั้ง ไม่ว่าจะมีสัญญาณไฟจราจรหรือไม่,เมื่อขับรถมาถึงทางร่วมทางแยกชะลอความเร็วทุกครั้ง ไม่ว่าจะมีสัญญาณไฟจราจรหรือไม่,true,ปฏิบัติตามสัญญาณไฟจราจรหรือเครื่องหมายจราจร หากไม่ปฏิบัติตำรวจจับเสียค่าปรับ,false,เมื่อจะเปลี่ยนเลนก็เบียดเข้าไปโดยไม่ให้สัญญาณไฟเพราะหากให้สัญญาณไฟคันข้างๆ จะไม่เปิดช่องให้เปลี่ยนเลนเข้าไป,false,กรณีที่เป็นทางแยกที่มีสัญญาณไฟจราจร ปฏิบัติตามสัญญาณไฟเท่านั้นไม่จำเป็นต้องมองด้านซ้ายและด้านขวา,false,[  ],มารยาทและจิตสำนึก
"ในขณะที่ท่านกำลังขับรถอยู่บนถนน และสังเกตเห็นว่าเบื้องหน้ามีคนกำลังข้ามถนน โดยไม่มีทางม้าลาย ข้อใดถือเป็นวิธีปฏิบัติที่ถูกต้อง",ในขณะที่ท่านกำลังขับรถอยู่บนถนน และสังเกตเห็นว่าเบื้องหน้ามีคนกำลังข้ามถนน โดยไม่มีทางม้าลาย ท่านควรชะลอความเร็วแล้วหยุดให้ข้าม,ขับรถผ่านไปตามปกติ เนื่องจากการข้ามถนนที่ปลอดภัยต้องข้ามทางม้าลายเท่านั้น,false,กระพริบไฟสูงเพื่อเตือนว่าอย่าข้าม แล้วขับผ่านโดยเร็วที่สุด,false,กดแตรรัวถี่ๆ เตือนว่าอย่าข้ามเพราะอาจถูกรถชนได้,false,ชะลอความเร็วแล้วหยุดให้ข้าม,true,[  ],มารยาทและจิตสำนึก
"หลังจากประสบอุบัติเหตุและรอดชีวิตมาได้ข้อใดเป็นแนวคิดที่สะท้อนให้เห็นว่าผู้ขับรถมีจิตสำนึกความปลอดภัยในการใช้รถใช้ถนน",หลังจากประสบอุบัติเหตุและรอดชีวิตมาได้ น.ส.ชี เกิดจิตสำนึกความปลอดภัยในการใช้รถใช้ถนนและได้ศึกษาหาความรู้หลักการขับขี่ปลอดภัยอยู่เสมอ,นายดี  กล่าวว่า  เมื่อวานเพิ่งไปสะเดาะเคราะห์มาไม่งั้นคงไม่รอดแน่,false,นายเอ  กล่าวว่า  เพราะพระเครื่องที่แขวนคออยู่คุ้มครองปกป้องรักษา,false,นางบี  กล่าวว่า  ปีนี้หมอดูทายทักไว้ว่าดวงจะดีทำอะไรก็ไม่มีปัญหา,false,น.ส.ซี  กล่าวว่า  ได้ศึกษาหาความรู้หลักการขับขี่ปลอดภัยอยู่เสมอ,true,[  ],มารยาทและจิตสำนึก
"มารยาทที่ดีในการขับขี่ทำให้การใช้รถใช้ถนนเป็นไปอย่างปลอดภัย ข้อใดเป็นมารยาทที่ควรปฏิบัติ",เมื่อขับรถในทางเลี้ยวไม่ว่าจะอยู่เลนไหน โดยมารยาทเลี้ยวแล้วต้องรักษาแนวให้อยู่ในเลนนั้นก่อน เมื่อเห็นว่าปลอดภัยแล้วจึงจะเปลี่ยนเลนได้,เมื่อขับรถในทางเลี้ยวไม่ว่าจะอยู่เลนไหน โดยมารยาทเลี้ยวแล้วต้องรักษาแนวให้อยู่ในเลนนั้นก่อน เมื่อเห็นว่าปลอดภัยแล้วจึงจะเปลี่ยนเลนได้,true,ขณะขับรถในช่องทางขวาแต่ขับตามความเร็วที่กฎหมายกำหนด หากมีรถมาจ่อท้ายแสดงว่ารถคันนั้นวิ่งเร็วไปไม่ต้องหลบให้ทาง,false,เมื่อรถ 2 คัน วิ่งมาถึงทางแยกหรือวงเวียนพร้อมกันรถคันไหนเร็วกว่าไปก่อนเสมอ,false,ไฟตัดหมอกเป็นไฟตกแต่งรถให้สวยงามสามารถเปิดได้ในขณะที่ไม่มีหมอกลง,false,[  ],มารยาทและจิตสำนึก
"ผู้ขับขี่ควรใช้แตรเมื่อใด",ผู้ขับขี่ควรใช้แตรเพื่อป้องกันอันตรายหรืออุบัติเหตุที่อาจเกิดขึ้นจากรถ,ไล่คนเดินเท้าที่กำลังข้ามทางม้าลาย,false,เร่งรถคันหน้าให้ขับเร็วขึ้น,false,ป้องกันอันตรายหรืออุบัติที่อาจเกิดขึ้นจากรถ,true,ทักทายผู้ขับขี่คันอื่นที่รู้จักกัน,false,[  ],มารยาทและจิตสำนึก
"การกระทำของผู้ขับขี่ข้อใด ที่อาจก่อให้เกิดอุบัติเหตุมากที่สุด",การใช้โทรศัพท์มือถือในขณะขับรถ จะก่อให้เกิดอุบัติเหตุสูงกว่าการเปิดวิทยุฟังเพลงหรือพูดคุยกับคนที่อยู่ในรถ,พูดคุยกับคนที่อยู่ข้างๆ,false,เปิดวิทยุฟังเพลง,false," ร้องเพลง",false,โทรศัพท์มือถือในขณะขับรถ,true,[  ],มารยาทและจิตสำนึก
"มารยาทในการขับขี่ที่ผู้ขับรถควรกระทำคือข้อใด",มารยาทในการขับขี่ที่ผู้ขับรถควรกระทำคือหยุดรถให้คนข้ามถนนบริเวณทางม้าลาย,ถ่มน้ำลายหรือเสมหะลงบนถนน,false,สูบบุหรี่และเขี่ยทิ้งก้นบุหรี่ลงบนถนน,false,หยุดรถให้คนข้ามถนนบริเวณทางม้าลาย,true,ตะโกนด่าผู้ขับขี่คันอื่นที่ทำให้ไม่พอใจ,false,[  ],มารยาทและจิตสำนึก
"สำนวนใดที่เตือนใจผู้ขับขี่เพื่อให้เกิดความปลอดภัย",ความประมาทเป็นบ่อเกิดแห่งความตาย เป็นสำนวนที่ใช้เตือนใจผู้ขับขี่เพื่อให้เกิดความปลอดภัย,ความประมาทเป็นบ่อเกิดแห่งความตาย,true,กล้าได้กล้าเสีย,false,ฆ่าได้แต่หยามไม่ได้,false,กระต่ายตื่นตูม,false,[  ],มารยาทและจิตสำนึก
"การปลูกฝังจิตสำนึกความปลอดภัยในการใช้รถใช้ถนนควรกระทำที่บุคคลในข้อใดมากที่สุด",ผู้ใช้รถใช้ถนน ทั้งคนขับ ผู้โดยสารและคนเดินเท้าควรได้รับการปลูกฝังจิตสำนึกความปลอดภัยในการใช้รถใช้ถนนเพื่อให้เกิดความปลอดภัยทุกคน,บุคคลทุกคน,true,คนขับรถเท่านั้น,false,คนเดินเท้าเท่านั้น,false,ผู้โดยสารเท่านั้น,false,[  ],มารยาทและจิตสำนึก
"เมื่อเห็นคนเดินเท้าข้ามถนนผู้ขับขี่ควรปฏิบัติอย่างไร",เมื่อเห็นคนเดินเท้าข้ามถนนผู้ขับขี่ควรหยุดรถให้คนเดินเท้าผ่านไปก่อน,บีบแตรไล่,false,ขับผ่านไปได้โดยไม่ต้องหยุดรถ,false,ใช้การวัดใจ,false,รถต้องหยุดให้คนเดินเท้าผ่านไปก่อน,true,[  ],มารยาทและจิตสำนึก
"เมื่อเกิดอุบัติเหตุและมีผู้บาดเจ็บ  ผู้ขับขี่ควรคำนึงถึงสิ่งใดเป็นอันดับแรก",เมื่อเกิดอุบัติเหตุและมีผู้บาดเจ็บ  ผู้ขับขี่ควรให้ความช่วยเหลือผู้บาดเจ็บเป็นอันดับแรก,การเคลื่อนย้ายรถที่เกิดเหตุ,false,การช่วยเหลือผู้บาดเจ็บ,true,รอประกันภัย,false,รอพบเจ้าหน้าที่ตำรวจ,false,[  ],มารยาทและจิตสำนึก
"การขับรถทิ้งระยะห่างจากรถคันหน้ามากเกินไป จะมีผลอย่างไร",การขับรถทิ้งระยะห่างจากรถคันหน้ามากเกินไป จะทำให้เกิดปัญหาการจราจรติดขัดได้,ลดอุบัติเหตุ,false,จะขับรถด้วยความปลอดภัยมากขึ้น,false,เกิดปัญหาการจราจรติดขัด,true,การจราจรคล่องตัวมากขึ้น,false,[  ],มารยาทและจิตสำนึก
"ข้อใดเป็นการขับรถที่ถูกต้องทั้งกฎจราจรและมารยาทในการขับรถ",การหยุดรถให้คนข้ามถนนในบริเวณที่มีคนข้ามเป็นการขับรถที่ถูกต้องทั้งกฎจราจรและมารยาทในการขับรถ,การขับรถปาดหน้ารถคันอื่นอย่างกระชั้นชิด,false,ขับรถช้าๆ ในช่องทางเดินรถทางขวา,false,ขับรถโดยใช้ความเร็ว 150 กิโลเมตรต่อชั่วโมง ในกรณีที่ถนนว่าง,false,หยุดรถให้คนข้ามถนนในบริเวณที่มีคนข้าม,true,[  ],มารยาทและจิตสำนึก
"ข้อใดที่ผู้ขับขี่ไม่ควรปฏิบัติ",การขับรถด้วยความเร็วสูงในที่ที่มีการจราจรพลุกพล่าน เป็นสิ่งที่ผู้ขับขี่ไม่ควรปฎิบัติ,ขับรถด้วยความระมัดระวังขณะฝนตก ถนนลื่น,false,ขับรถด้วยความเร็วสูงในที่ที่มีการจราจรพลุกพล่าน,true,ปฏิบัติตามกฎจราจรอย่างเคร่งครัด,false,ให้สัญญาณไฟเพื่อขอแซง,false,[  ],มารยาทและจิตสำนึก
"การเปลี่ยนช่องทางจราจร ควรปฏิบัติอย่างไร",การเปลี่ยนช่องทางจราจรที่ถูกต้องปลอดภัย ผู้ขับขี่ต้องดูกระจกมองข้าง เปิดสัญญาณไฟแล้วเปลี่ยนช่องทางเมื่อเห็นว่าปลอดภัย,เปิดสัญญาณไฟแล้วเปลี่ยนช่องทางได้เลย,false,เปลี่ยนช่องทางโดยเร็วเพื่อหลบรถคันอื่น,false,ดูกระจกมองข้าง เปิดสัญญาณไฟแล้วเปลี่ยนช่องทางเมื่อเห็นว่าปลอดภัย,true,เปลี่ยนช่องทางทันที   เมื่อความเร็วเหมาะสม,false,[  ],มารยาทและจิตสำนึก
"ข้อใดผิด",การไม่หยุดรถให้คนข้ามทางเป็นเรื่องที่ผิดกฎหมายจราจรและแสดงถึงความไร้น้ำใจ,ห้ามแซงซ้ายในที่ห้ามแซงซ้าย,false,ห้ามพูดโทรศัพท์ขณะขับรถ,false,ห้ามหยุดหรือจอดรถคุยกันกลางถนน,false,ห้ามหยุดรถให้คนข้ามทาง,true,[  ],มารยาทและจิตสำนึก
"สาเหตุอะไรเป็นปัจจัยสำคัญที่ก่อให้เกิดอุบัติเหตุทางถนนมากที่สุด",ผู้ขับขี่รถเป็นสาเหตุที่ก่อให้เกิดอุบัติเหตุทางถนนมากที่สุด รองลงมาคือสภาพรถ สภาพถนนและสิ่งแวดล้อม,ผู้ขับขี่รถ,true,สภาพถนน,false,สภาพรถ,false,สิ่งแวดล้อม,false,[  ],มารยาทและจิตสำนึก
"สาเหตุใดที่ทำให้การเกิดอุบัติเหตุมากที่สุด",การขับรถเร็วเกินอัตราที่กฎหมายกำหนดเป็นพฤติกรรมเสี่ยงที่ทำให้เกิดอุบัติเหตุมากที่สุด,ขับรถชิดคันหน้า,false,ขับรถแซงอย่างผิดกฎหมาย,false,ขับรถตัดหน้าอย่ากระชั้นชิด,false,ขับรถเร็วเกิดอัตราที่กำหนด,true,[  ],มารยาทและจิตสำนึก
"ข้อใดเป็นพฤติกรรมการขับขี่ที่ไม่ควรกระทำ",การขับช้าชิดขวา เป็นพฤติกรรมการขับขี่ที่ไม่ควรกระทำ เพราะอาจก่อให้เกิดปัญหาอุบัติเหตุและการจราจรติดขัด,ขับช้าชิดขวา,true,ขับเร็วชิดขวา,false,ขับช้าชิดซ้าย,false,ถูกทุกข้อ,false,[  ],มารยาทและจิตสำนึก
"ข้อใดเป็นมารยาทที่ดีในการขับรถ",การหยุดรถให้คนข้ามถนนเป็นมารยาทที่ดีในการขับรถ,ขับย้อนศรบนไหล่ทาง,false,เบียดแซงคิวบริเวณคอสะพาน,false,หยุดรถให้คนข้ามถนน,true,เปลี่ยนเลนโดยไม่ให้สัญญาณไฟ,false,[  ],มารยาทและจิตสำนึก
"การจอดรถขวางหน้าประตูบ้านผู้อื่นโดยปลดเกียร์ว่างและไม่ดึงเบรกมือ",การจอดรถขวางหน้าประตูบ้านผู้อื่นโดยปลดเกียร์ว่างและไม่ดึงเบรกมือ เป็นสิ่งที่ไม่ควรทำ เพราะสร้างความเดือดร้อนให้ผู้อื่น ซึ่งอาจทำให้เกิดการทะเลาะวิวาทขึ้นได้,ทำได้เพราะจอดบนถนนสาธารณะ,false,ไม่ควรทำเพราะสร้างความยากลำบากให้ผู้อื่น,true,ทำได้เพราะเจ้าของบ้านสามารถเข็นรถให้พ้นทางได้,false,ไม่ควรทำเพราะรถอาจถูกเข็นไปชนกับวัตถุอื่นจนเสียหาย,false,[  ],มารยาทและจิตสำนึก
"ข้อใดเป็นมารยาทที่ไม่ดีในการขับรถยนต์",การขับรถแซงคันหน้าในระยะกระชั้นชิด เป็นมารยาทที่ไม่ดีในการขับรถยนต์,หยุดรถให้คนข้ามถนนบริเวณทางม้าลาย,false,ก้มศีรษะให้เมื่อมีคนให้ทาง,false,ขับรถแซงคันหน้าในระยะกระชั้นชิด,true,ไม่เปิดไฟสูงเมื่อมีรถขับสวนทางมา,false,[  ],มารยาทและจิตสำนึก
"สาเหตุของการเกิดอุบัติเหตุ",คน  รถ  ถนน  สิ่งแวดล้อม เป็นสาเหตุของการเกิดอุบัติเหตุทางถนน," คน",false," คน  รถ",false," คน  รถ  ถนน",false," คน  รถ  ถนน  สิ่งแวดล้อม",true,[  ],มารยาทและจิตสำนึก
"ข้อใด ไม่ใช่การขับรถอย่างปลอดภัยและประหยัดพลังงาน",การเร่งเครื่องก่อนออกรถเป็นพฤติกรรมที่ไม่ถูกต้องและปลอดภัย นอกจากนี้ยังสิ้นเปลืองพลังงานเพิ่มขึ้น,เร่งเครื่องก่อนออกรถ,true,ไม่ควรติดเครื่องยนต์ระหว่างจอดรถคอย,false,ขับรถด้วยความเร็วที่เหมาะสม,false,ไม่บรรทุกของเกิดพิกัด,false,[  ],มารยาทและจิตสำนึก
"สาเหตุสำคัญที่ทำให้การขับรถในเวลากลางคืนมีความเสี่ยงต่อการเกิดอุบัติเหตุสูงกว่าในเวลากลางวันคือข้อใด",การขับรถในเวลากลางคืนมีความเสี่ยงต่อการเกิดอุบัติเหตุสูงกว่าในเวลากลางวัน เพราะมีทัศนวิสัยในการมองเห็นที่ไม่ดี,ทัศนวิสัยในการมองเห็น,true,สภาพร่างกายของผู้ขับขี่และสภาพรถไม่พร้อม,false,คนขับหลับในเนื่องจากเหนื่อยล้า,false,ขับรถในขณะมึนเมา,false,[  ],มารยาทและจิตสำนึก
"ข้อใดกล่าวไม่ถูกต้อง",การวิ่งตามหลังรถคันหน้าโดยคิดว่าสามารถเปิดไฟสูงได้ เพราะไม่มีผลต่อการขับขี่ของรถคันหน้าเป็นความเข้าใจที่ไม่ถูกต้อง  โดยข้อเท็จจริงแล้ว ไฟสูงจากรถคันหลังจะแยงตาคนขับคันหน้าจนไม่สามารถมองเห็นทางข้างหน้าได้และอาจก่อให้เกิดอุบัติเหตุตามมา,เมื่อมีรถวิ่งสวนมา ควรใช้ไฟต่ำ,false,เมื่อวิ่งตามหลังรถคันหน้าสามารถเปิดไฟสูงได้ เพราะไม่มีผลต่อการขับขี่ของรถคันหน้า,true,ช่วงเวลาเย็นใกล้มืด จะต้องใช้ความระมัดระวังมากกว่าปกติเพราะเป็นช่วงที่ตาต้องปรับสภาพจากกลางวันไปสู่กลางคืน,false,การขับรถในเวลากลางคืนควรใช้ความเร็วให้น้อยกว่ากลางวัน,false,[  ],มารยาทและจิตสำนึก
"เมื่อมีปริมาณรถสะสมจำนวนมากบริเวณเชิงสะพานข้ามแยกที่จะต้องขับรถผ่านควรปฏิบัติอย่างไร",เมื่อมีปริมาณรถสะสมจำนวนมากบริเวณเชิงสะพานข้ามแยกที่จะต้องขับรถผ่าน ท่านควรขับไปต่อท้ายแถวรถที่ติดสะสมอยู่ ไม่ควรแทรกเข้าใกล้เชิงสะพาน,บีบแตรขอทางเพื่อแทรกเข้าใกล้เชิงสะพาน,false,เปิดไฟเลี้ยวขอแทรกเข้าใกล้เชิงสะพาน,false,เปิดไฟสูงเพื่อขอแทรกเข้าใกล้เชิงสะพาน,false,ขับไปต่อท้ายแถวรถที่ติดสะสมอยู่,true,[  ],มารยาทและจิตสำนึก
"ข้อใดเป็นพฤติกรรมที่สามารถกระทำได้ในกรณีการใช้ไฟสูง",เมื่อขับรถในเส้นทางที่มืดมาก ท่านสามารถใช้ไฟสูงเพื่อส่องดูป้ายบอกทางหรือทางข้างหน้าได้เป็นครั้งคราว,ใช้ไฟสูงเพื่อส่องดูป้ายบอกทางหรือทางข้างหน้าเป็นครั้งคราว,true,ใช้ไฟสูงขณะทีมีรถอยู่ข้างหน้า หรือมีรถสวนมา,false,ไม่พอใจพฤติกรรมการขับรถของรถคันหน้าจึงใช้ไฟสูง เพื่อให้คนขับรถคันหน้ารู้ตัว,false,ใช้ไฟสูงเพื่อให้คนขับรถคันอื่นทราบว่า ต้องใช้ความเร็วสูง โปรดอย่างขวางทาง,false,[  ],มารยาทและจิตสำนึก
"การจอดรถขวางทางคันอื่น  ควรปฏิบัติอย่างไร",เมื่อจำเป็นต้องจอดรถขวางทางคันอื่น ท่านควรปลดเกียร์ว่าง ไม่ใช้เบรกมือ,ใส่เบรกมือไว้,false,ปลดเกียร์ว่าง ไม่ใช้เบรกมือ,true,ใส่เกียร์เดินหน้า,false,ใส่เกียร์ถอยหลัง,false,[  ],มารยาทและจิตสำนึก
"ข้อใดไร้จิตสำนึก และอาจก่อให้เกิดอันตรายมากที่สุด",การขว้างกระป๋องเครื่องดื่มออกนอกตัวรถขณะรถแล่น เป็นพฤติกรรมที่ไร้จิตสำนึกและอาจก่อให้เกิดอันตรายกับผู้ใช้รถใช้ถนนเป็นอย่างมาก,ติดไฟสีน้ำเงินส่องสว่างบริเวณป้ายทะเบียนรถ,false,เปิดเพลงเสียงดังแล้วเปิดกระจกรถ,false,ถ่มน้ำลายออกนอกตัวรถ,false,ขว้างกระป๋องเครื่องดื่มออกนอกตัวรถขณะรถแล่น,true,[  ],มารยาทและจิตสำนึก
"หากพบรถฉุกเฉินเปิดสัญญาณเสียงไซเรนกำลังวิ่งตามหลัง ผู้ขับขี่ควรปฏิบัติอย่างไร",หากพบรถฉุกเฉินเปิดสัญญาณเสียงไซเรนกำลังวิ่งตามหลัง ผู้ขับขี่ควรเปลี่ยนช่องจราจรไปทางด้านซ้ายทันทีเมื่อปลอดภัย,เปิดไฟฉุกเฉินและเร่งความเร็วทันที,false,เปลี่ยนช่องจราจรไปทางด้านขวาทันที,false,เปลี่ยนช่องจราจรไปทางด้านซ้ายทันทีเมื่อปลอดภัย,true,เปิดไฟเลี้ยวขวาและขับรถต่อไป,false,[  ],มารยาทและจิตสำนึก
"ข้อใดต่อไปนี้เป็นการใช้สัญญาณแตรที่ถูกต้อง",การใช้สัญญาณแตรเตือนผู้อื่นให้ระมัดระวังอันตรายที่อาจเกิดขึ้นจากรถ เป็นการกระทำที่ถูกต้อง,เตือนผู้อื่นให้ระมัดระวังอันตรายที่อาจเกิดขึ้นจากรถ,true,ใช้เพื่อเร่งรถข้างหน้าให้ขับเร็วขึ้น,false,ไล่คนเดินเท้าที่กำลังข้ามถนน,false,ใช้เพื่อทักทายคนรู้จัก,false,[  ],มารยาทและจิตสำนึก
